,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRO,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CF,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISH,DLR,DLTR,DOV,DPZ,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FLT,FMC,FRC,FRT,FSLR,FTNT,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPQ,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IQV,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PARA,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PODD,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PXD,QCOM,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS
A,1.0,0.1593234827,-0.2692808439,0.8292678534,0.8912437803,0.0933134739,0.7872786286,0.6349717114,0.9633724226,0.7686722271,0.9018371678,0.1506164019,0.7546772864,0.9163152095,0.9255553133,0.9206196393,0.0881488528,0.9133757414,0.2446159526,0.7584926525,0.8626609684,0.0454814608,0.7436216129,0.7162184184,0.2316970468,0.9834886397,0.9996743974,0.9134675725,0.6269906442,0.6567166712,0.8704725097,0.8611458634,0.8736039651,0.9322501562,0.7810418134,0.8530654773,0.9970052856,1.0235363962,-0.170842895,0.9873566008,0.9741060817,0.7914598814,0.9498300232,0.9258451315,0.9357473611,0.4973918213,0.9562035127,1.0280838117,0.8751044913,0.4425010287,0.1610764147,0.7963203466,0.9157507146,0.7115935574,0.9056947814,-0.6872957166,0.8887189549,0.9090796908,-0.1055871093,0.0,0.0,0.84804968,0.8752382691,0.8572333085,-0.1473126776,0.8589396806,0.1517464145,0.772031907,0.8420092599,0.8988275199,0.0,0.3495815618,0.9833550356,0.4965173748,-0.4371025486,0.8741310662,0.8256347667,0.9519880033,0.7673839256,0.9713934967,0.9387263073,0.9531706616,0.8556563824,0.9061593795,0.0,0.6636063203,0.8717311427,0.7350636582,0.9662834341,0.6173107144,0.4505605748,0.6850703001,0.8700507406,0.7250801499,0.8408525212,-0.4977201428,0.8092395199,0.8852656366,0.7796109093,0.9400743797,0.8215612936,0.9033642936,0.0,0.7617253028,0.0287484851,0.7727915424,0.9514219836,0.9237265796,0.7264374626,0.8352379013,0.7602314646,0.814499409,0.823693732,0.0,0.8394415085,-0.1622661372,0.6846810367,0.6790396187,0.7561421649,0.9753416175,0.9427603177,0.7317826918,0.6738648577,0.8179059118,0.8826540968,0.957510101,0.2858261085,-0.7249781829,0.8192852883,0.4673608837,0.8875395281,0.8195687483,0.8365475456,0.9317994547,0.8306910354,-0.3359736964,-0.2276383124,0.9482599356,0.2937600803,0.8814568854,0.8375921077,0.8255106928,0.8230103891,0.4605393145,0.4072149837,0.7497227484,0.8917231433,0.7493899658,0.8261465536,-0.1366981867,0.5270013434,0.815850825,0.8162151787,0.3174220042,-0.5329918294,0.8796716222,0.8166620822,0.9390950471,0.8249508359,0.5684368035,0.8636677168,0.7941400538,0.7937254265,0.5496771296,0.5016413915,-0.5837453791,0.7852430433,0.7781703415,0.0,0.8504436754,0.9606732783,0.4977994026,0.5862830376,0.8384180842,0.8995422755,0.9405460908,0.8773651314,0.7468392162,0.9559133224,0.8626375618,0.0734469644,-0.1030685007,0.5603797092,0.9085504261,-0.7368429382,0.4952756303,-0.2779504596,0.0,0.9422415233,0.906281464,0.7531130266,0.252554411,0.8852471538,0.874958841,0.4912508722,0.9401457584,0.8734437538,0.7720768788,0.2581052571,0.0356730492,0.7335093402,0.9016546437,0.5801376326,0.8955436567,-0.222050528,0.8600251188,0.9717265714,0.9259130857,0.4793377803,0.9559216444,0.9097950639,0.4337233866,0.242981538,0.2817411452,0.6223504947,0.8454477041,0.1003318977,0.9536683382,0.8106041045,0.8925588908,0.9122466825,0.5800089883,0.0,0.8193348575,0.745442687,0.8247010675,0.4834158646,0.8428010563,0.5864970533,0.7877694683,0.8621357273,0.911983416,-0.1666011952,0.6846065021,0.8097744276,0.2625149387,0.8384710653,0.9117168014,0.4390820748,0.9089804328,0.2742953983,0.6096177989,0.8849332579,-0.2636912417,0.8913618559,0.3404382882,-0.280796326,0.4971363431,0.8472167912,-0.0925868667,0.9281551074,0.9543814108,0.715819712,0.9281300574,0.8849895339,0.8606195799,0.5313306715,0.6198243376,1.0220936358,0.8554034337,0.8936731245,0.7788279458,0.9433351187,0.819408865,0.6189269119,0.7018343653,0.8578594339,0.7632655853,0.6266823014,0.9236692177,0.8379614922,0.9573846899,0.9036186968,-0.4950855727,0.8347060681,0.4305386424,0.6038888094,0.552544847,0.9460667976,0.8559602613,0.7206793229,0.6797861262,0.8295988322,0.6228669448,0.9645390759,0.9355798306,0.569676379,0.4999464263,0.5716425954,-0.2718007319,0.7386065453,0.8865309421,0.6319255277,-0.0630384556,0.9365435808,0.8430122361,0.8045293322,0.7355750212,0.8877048709,0.5924956807,0.9448821284,0.7385713555,0.2070935719,0.8536325769,0.9125959461,0.9049680062,0.5952808631,0.6992603453,0.7413837146,0.6523815101,0.9401325595,0.736027785,0.1885768103,0.796232292,0.6218068722,0.8685476164,0.8684750361,0.89551828,0.9109161279,0.0,0.0,0.0,0.6528701148,0.433491028,0.8266096127,0.6720596479,0.3569724964,0.7918315373,0.924506599,0.3453385363,-0.0070255469,0.2122790643,0.8554216477,0.7709341578,0.0,-0.317931281,0.8478876941,0.8447356901,0.7109510328,0.7703128978,0.599393153,0.8424858828,0.9332999109,0.8246675638,0.9513570513,0.8648308892,0.9712533701,0.4725915692,0.9196513322,0.2571065049,0.802759409,0.711660086,0.863074466,0.416766408,0.3306131724,0.8050323838,0.2774766551,0.63535465,0.7172043469,0.3639635847,0.1206715275,0.0527743642,1.020862281,0.7248437482,0.2268660507,-0.038436873,0.8540306593,0.3164718021,0.9393162162,-0.2174326529,0.8057748442,0.9694051072,0.8819116419,0.916746113,0.826105356,0.9279584756,0.8712139796,0.9663633317,0.4244929125,0.8445737026,0.1284709776,0.9477716391,0.2691162407,-0.3532950391,0.3599732753,0.9396644737,0.465682925,0.0,0.8696935171,0.8949606808,0.7756904872,0.888096943,0.8858255381,0.1104152209,0.9852206032,0.9563779468,0.4080661559,0.9516787187,0.8039840409,0.439493021,0.0,0.8217613017,0.7966655068,0.6937393871,0.8811030269,0.9092378451,0.8695163404,0.9835826828,0.1037758458,0.5525570322,0.8613782255,0.8102407718,0.7768287411,0.0,0.7964338949,0.6741593464,0.9567336534,-0.0801433212,0.8013397639,0.549042422,0.8718867605,0.9247507978,0.9015532142,0.7580651518,0.7417489603,0.6054545397,0.784497285,0.1296936668,0.5049647122,0.8829493471,0.7924251213,0.8282313683,0.8521438977,0.9351168504,0.8279598004,0.3343931621,0.6820546687,0.5259063634,0.7847640771,0.7557421808,0.8671977962,0.0,-0.4651044713,0.5989180676,0.0735050212,1.0141470563,0.0,-0.3386238286,0.0,0.8878923632,0.3389803865,0.5910661233,0.1158164598,0.9595928693,-0.0891535406,0.8266450211,0.8891722874,0.8956197215,0.9928512247,0.8012871777,0.1090795271,0.9351967591,0.1065292773,0.0,0.8859653955,0.9181703101,0.4458325006,0.6864310913,0.904317634,0.8335011707
AAL,0.1593234827,1.0,-0.2207225302,0.3187614527,0.2940995098,0.4072951521,0.1876802019,0.5157912581,0.2839335482,0.147416459,0.3536424495,0.1361920666,0.2309164031,0.167572282,0.1990741995,0.295749272,-0.1429557587,0.1283557986,0.5439264585,0.3002835645,0.1245327903,0.2762728307,0.0,0.0881728926,0.3799672923,0.4198272903,0.3788709138,0.3121846754,0.4341064559,0.0,0.2328440559,0.3049461583,0.5899978263,0.2220676037,0.1473951768,0.1756055397,0.268999728,0.5009150573,-0.2085142856,0.4509460468,0.3121082889,0.3884115093,0.4303131128,0.2434261422,0.303718624,0.3239647961,0.4643812894,0.3522718557,0.2219729073,0.1868161711,0.1122884101,0.149051471,0.2959888289,0.3358303374,0.0943689191,0.0205788519,0.2771439409,0.2642836192,0.1836678873,0.3873908686,0.0,0.1590754284,0.4898583236,0.2755329201,0.1356946428,0.3804421553,0.3051154028,0.2001447559,0.0980855282,0.1866366557,0.3015370651,0.4075670584,0.5119803275,0.3736618446,0.1882535849,0.1908045871,0.4479713737,0.4021781643,0.4257431091,0.2262250114,0.5581297929,0.2612040749,0.2916993635,0.3476076682,0.1685721295,0.14634749,0.2248630183,0.3553746342,0.4056883736,0.2787131378,0.4251122211,0.2612973358,0.1678143837,0.4391648278,0.2106468041,-0.1284007343,0.5546403635,0.2901506819,0.2122456074,0.0751400955,0.4717935133,0.307571236,0.0,0.2074706691,0.1441053532,0.0653318413,0.3202643306,0.2015895679,0.1263355938,0.2276249048,0.1079083288,0.1921700856,0.2235528991,0.0,0.4127649646,0.0921573853,0.043605282,0.4107017656,0.6336169524,0.4207855957,0.2020246314,0.280250132,0.0925005453,0.3807036205,0.3603878417,0.2976370006,0.4100595471,0.0,0.264138912,0.409630916,0.0811058559,0.2162008936,0.2657686459,0.2875388464,0.2961239791,0.0,-0.0482821161,0.1611485891,0.0,0.465151008,0.4726965978,0.2010289311,0.3499110332,0.3575017993,0.3400092198,0.1564917752,0.2710455447,0.2215494496,0.0813121221,-0.093935331,0.0986867598,0.2401074062,0.4126653262,0.3459680702,-0.217200194,0.322900661,0.4564539792,0.2229653851,0.2669905176,0.1657733531,0.2174810133,0.1349713555,0.2589572138,0.4018508303,0.2693605451,0.0,0.2746568845,0.0480071409,0.0,0.3041503239,0.4297241521,0.0519582423,0.1455571479,0.2351796319,0.257716672,0.3118058389,0.2657642888,0.1867566868,0.1583794107,0.4188884433,0.1159976134,-0.0631071413,0.1162081577,0.5292666455,0.0,0.4126523434,0.0,0.185876092,0.3377802804,0.2849144659,0.4929968945,0.0,0.2019844859,0.2368508044,0.1511915049,0.3093428704,0.0945554965,0.5777157889,-0.080352216,0.0,0.3773339601,0.4166600586,0.1058165374,0.3235044768,-0.2335593601,0.6393917416,0.3241688423,0.3911393401,0.4281883029,0.2593237521,0.2329533595,0.1426901719,0.1964866477,0.3066961564,0.2893672815,0.3263917007,0.0,0.2549430027,0.1412446736,0.1625840329,0.4567969275,0.1421368623,0.3899300384,0.2813716039,0.1614040667,0.7064587931,0.3460308804,0.2653054217,0.4110705994,0.0974180704,0.2705434104,0.3463806851,0.4927010955,-0.1090553609,0.3182029752,0.2375113386,0.1958556835,0.2225375147,0.3887095173,0.252113109,0.052516123,0.1034029309,0.3662997287,-0.1167769466,0.345937736,0.2758580739,0.0225969229,0.4927834966,0.1936940311,0.0821580011,0.1545340381,0.2491523718,0.634342851,0.3546832529,0.2216653727,0.0666120234,0.4629135181,0.1935005569,0.3875001824,0.6155299009,0.2521914323,0.2839032251,0.3145857996,0.6495479975,0.1294634417,0.3105484745,0.1780467385,0.1714706524,0.3114809477,0.3871388194,0.5155409082,0.212017137,0.2238360607,0.0,0.2626271193,0.3768982137,0.2523000797,0.632276983,0.4086223492,0.0,0.6955353316,0.0412326558,0.3365259264,0.479445608,0.2765279182,0.4504015029,0.3881957314,0.4541911088,0.1311572204,-0.1553698719,0.2879921122,0.2616196868,0.0801209116,0.0,0.4876898762,0.1993318884,0.1750244193,0.1017572209,0.2826758216,0.0557263025,0.4059387688,0.3548806197,0.5205118103,0.2750614399,0.2302582424,0.1696963871,0.0,0.1781486755,0.2713161514,0.1890961645,0.4065762593,0.1450248417,0.0,0.1540880549,0.0909350596,0.3633187295,0.0591665624,0.1126182063,0.3634725673,0.1506070201,0.0400280809,0.0,0.7606883953,0.0555477116,0.2502190462,-0.0162531472,0.2613500626,0.3144313979,0.4124688435,0.144236235,-0.275580089,0.2081674116,0.2621773721,0.6325138859,0.3459373535,-0.2252579585,0.2366987596,0.4097344328,0.1018466059,0.5796449136,0.2586452666,0.1997723799,0.2943219227,0.3031611341,0.3437093019,0.1817183617,0.1897349412,0.3615649863,0.3291371473,0.0,0.3497007481,0.0754029957,0.2113342941,0.5562779209,0.2721805588,0.4872825413,0.2190428682,0.1404972174,0.0672359379,0.2827123698,-0.0076530848,0.0,0.5335441568,0.5133296295,0.1673753554,0.2144523246,0.1698096414,0.3444220507,0.2812528431,-0.2109130245,0.2108128087,0.1654372675,0.240405683,0.2904667229,0.1938859305,0.2808030063,0.2320914099,0.347036432,0.3813377842,0.3008109584,0.4404743432,0.2877932159,0.266171909,-0.0806480152,0.3986970295,0.2521130952,0.270321806,0.0,0.2258390571,0.3322627537,0.2139018512,0.2092937387,0.5701135592,0.363004309,0.3940854122,0.4979342537,0.6769962183,0.2583018287,0.1253669705,0.288464277,0.2947714112,0.2121678447,0.1108190261,0.0674949908,0.4407768195,0.225934154,0.2397935007,0.2698720211,0.1422564412,0.0689161563,0.1472629197,0.3645206013,0.0236206365,0.0,0.0302877255,0.1354767984,0.5174620382,-0.1598987497,0.3348190878,0.2325137739,0.2392460142,0.1842851039,0.2573682442,0.3146064241,0.2641984751,0.552852517,0.3444366868,0.1410165107,0.2641755297,0.2581148384,0.2161948629,0.3957823423,0.3950996938,0.4145512243,0.2218324695,0.1290758862,0.242268285,0.4999096435,0.1496525497,0.1435121762,0.3760972265,-0.0701036165,0.0,0.0,0.2107824265,0.3257728696,0.3044851267,-0.2542916789,0.6291978498,0.2297955351,0.320686664,0.6038535582,0.6529018422,0.2474540951,0.1449234295,0.1478594743,0.3846427372,0.2303780232,0.3924016781,0.5162649657,0.0,0.289580808,-0.2077203901,0.4211876595,0.1055868677,0.2558171908,0.3181263716,0.2695888265,0.1938838248,0.2446564425
AAP,-0.2692808439,-0.2207225302,1.0,0.0,0.0,0.3875490806,0.0,0.0,0.0,0.0,0.0,0.2163877935,0.0,-0.1869376967,0.0,0.0,0.0,-0.0834654941,0.0,0.0,-0.1480446888,0.3975873708,-0.4302479354,0.0,0.4115335395,-0.18961792,0.0,-0.3239124283,-0.1197183052,-0.3027904596,-0.2962046296,0.0799814402,-0.3228132689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514144728,0.0,0.0,0.0,-0.4941566296,0.6945289069,0.0,-0.2003116899,0.0,-0.2012045163,0.5767076611,0.0,0.0,-0.310389941,-0.3547499231,0.0,0.0,0.0,-0.1113530569,0.0,0.0,0.3555566825,0.0,0.0,0.0,-0.4422132144,0.1607467991,-0.1827937642,0.2284173475,0.5185091284,-0.5036738024,0.0,0.0,-0.044150194,0.0,0.0,0.0,0.0,0.0,0.0,0.1955586253,0.0,0.0,0.0,0.0,0.0,0.2329382316,-0.2714317497,0.0,0.0,0.5035216749,-0.6029054676,0.0,0.0,-0.597621517,-0.2984935432,-0.1842548228,-0.1623971121,0.1052337374,0.2774181391,-0.0656095437,0.0,0.0,0.0,0.0,-0.0725544264,-0.1864573862,0.0,-0.2139018827,0.0,0.5343433617,-0.6076219867,0.0,0.0,-0.2975433834,-0.2516805934,-0.2594596989,0.1371711094,0.0,0.0,0.0,0.4342691212,0.1381856298,0.0,0.0,-0.6054866437,0.0,0.0,0.0,-0.1801629167,0.517837553,0.0,0.0,0.4832468362,0.0,0.0,0.0,0.0,0.2205127204,0.0266166855,0.0,0.0,-0.5304680332,-0.5552190434,0.0987024149,-0.3472292282,0.0,0.0,0.2407517575,0.0,0.0,0.1040538867,-0.5343031578,-0.1922212048,0.0981477411,0.0979582076,-0.3297305572,0.0,0.2234033936,0.2410526278,0.0,-0.2660830963,-0.3464448784,-0.2062967659,0.2396279101,-0.0831423224,0.0,0.0710005135,0.0,0.0,0.0,-0.2990255004,0.074557597,-0.7875264252,0.0,0.4476004028,-0.2880073275,0.2312421519,0.0,0.3651795148,-0.3246887407,0.1897778621,0.3554133319,0.0,-0.3535915424,-0.4741699514,-0.4877253588,0.0,0.0,0.223514218,0.0,-0.5350059351,0.0,0.1464264766,-0.2965864325,0.0,0.0,0.171315683,0.0,0.0488938739,0.0,-0.1747127317,-0.0436073722,0.393930218,0.0,-0.3609318202,0.3774406779,0.3244933888,-0.3358861796,-0.3676506874,0.0,-0.3180477319,0.0,0.0,-0.1035890762,0.0,0.0,0.1938816005,-0.1556406029,0.0,-0.3611752367,0.1733352437,0.0,0.0,-0.061731124,0.0,-0.1265672597,-0.5018339923,-0.5892755214,-0.0579480632,-0.3680946914,0.0,-0.2030875165,-0.198027179,0.0,0.2862338721,0.1691613193,-0.23323444,0.5086510065,-0.2575215556,0.3160480034,0.1051344714,0.1924411231,0.0,0.7349149783,-0.6842525217,-0.0199781754,0.0,0.0,0.0,-0.4725365841,-0.1348162753,0.3258800413,0.0,-0.2561262455,-0.0990152526,0.1352592483,0.0,0.0,-0.6140513616,-0.341641652,0.0,0.0,0.1143523907,0.0,0.0,0.0,-0.1409636288,0.0,0.0,0.3743142457,0.0,-0.5802882069,0.0,-0.6458188214,0.0,0.1885189268,0.0,0.0,0.0,-0.0485299754,0.1384986858,0.1608454539,0.2514512368,0.2557075738,0.0,0.0,0.0,0.0,-0.0899576572,0.0,0.0,0.0,-0.08586187,-0.1981492882,0.0,-0.4906750098,0.2115020737,0.0,-0.2461564828,0.0,-0.4355445821,0.0,0.0,0.3123061207,0.0,0.0,-0.4763263776,-0.4047722012,-0.3210867212,0.0,-0.397827195,0.0,0.0,0.4327408443,-0.4280469183,-0.3669079414,0.0,0.0,-0.1516860467,-0.4901633283,0.1543833831,0.0,-0.3180499698,0.4897481482,0.0,-0.3851968051,0.0,-0.4743997011,0.271423378,0.3480658536,0.0,0.0,0.1413546276,-0.2209073451,-0.1860644894,0.0,-0.3594578299,-0.1412467676,-0.1591468485,0.0,0.0,0.0,0.0,-0.5957693337,0.0,-0.3896267434,0.0,-0.1432641744,0.1416972035,-0.3985825667,0.4311656874,-0.1504254404,-0.1849792252,-0.6525791104,-0.2697030981,-0.0777426267,0.0,0.0,0.2589136148,0.4217165577,-0.2525611668,0.0973907323,-0.0659422754,0.0,-0.0589104759,-0.3150578672,0.0,0.0,0.0286671256,0.0,-0.4647413796,-0.1888312326,0.4510166497,0.0,0.4450551006,0.0,0.2668377467,0.0,0.4186221354,0.0,0.0574523997,0.5307230174,0.0,-0.1717198523,0.0,-0.2155771399,-0.2134068498,-0.1621663885,0.0,0.0,0.0,0.0,0.0,0.0,0.0044615347,0.0,-0.1673371681,0.0,0.0,-0.1598421687,-0.1499616005,0.0,0.5866850942,0.2246467067,0.0,0.0,-0.4714461108,0.0,-0.8330655773,-0.2473639861,0.0,0.7471694705,-0.3527762055,0.0,-0.163936344,0.0,-0.0651417801,0.0,0.0,0.2599987892,0.1823257363,0.43629711,0.1996574711,0.0,-0.2629764007,0.0,-0.4902562443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2158636006,0.0,0.1679581345,0.0,0.288565815,0.0,0.6218320445,0.1643425542,-0.5880100288,0.0,0.3779790278,0.0,0.0548866247,0.0,0.0,-0.4221999997,0.0,0.0,0.0,-0.3016037707,-0.537240355,0.0,-0.2365155848,0.0,-0.1880464067,0.0,0.0,-0.165298567,-0.2696996951,0.0
