,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BG,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRO,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CF,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISH,DLR,DLTR,DOV,DPZ,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FLT,FMC,FRC,FRT,FSLR,FTNT,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPQ,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IQV,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PARA,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PODD,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PXD,QCOM,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS
A,1.0,0.4424065681,0.2908518068,0.4827422431,0.4662174791,0.3540843612,0.6089110189,0.3896241898,0.59026725,0.5571838631,0.5492379566,0.4475870583,0.5506189315,0.5340897028,0.1441132066,0.1395803442,0.3304110163,0.5212734391,0.5194603841,0.4603675619,0.5530578472,0.454165442,0.5114504066,0.5026796078,0.392775801,0.4451961108,0.5421829207,0.5588739638,0.0,0.3418223402,0.615550727,0.5362126879,0.5723644832,0.4189791158,0.4844099343,0.5915375996,0.5543515676,0.5575993174,0.3982584778,0.5470423661,0.655796609,0.5150089016,0.3914778705,0.1949001607,0.4328973249,0.2657531565,0.4707673171,0.5131209925,0.1861255646,0.542647668,0.3345927996,0.5197234146,0.5308491238,0.4790821069,0.5691666727,0.2692174136,0.2834426803,0.5580796524,0.5690886127,0.3012397794,0.428613387,0.4833122441,0.5449298661,0.4760538533,0.3489773737,0.626954558,0.4256722283,0.5509426952,0.5132207575,0.5102493135,0.5563289253,0.3889127205,0.5670762798,0.2369744395,0.4503271506,0.5582134977,0.4899729582,0.2178444228,0.563947128,0.3526970228,0.494011542,0.5579547586,0.4798319906,0.5483377932,0.3711505017,0.2684995577,0.4063611092,0.3935984441,0.4121873555,0.4760661528,0.3840362436,0.2179731026,0.5290980252,0.4205867487,0.425525162,0.2086189799,0.5381666785,0.1574073329,0.3666170353,0.3544642841,0.5187002415,0.4711170042,0.3863677294,0.3766961525,0.145121605,0.4907939443,0.3250984439,0.5134025402,0.5192775462,0.5306701981,0.4939964274,0.485982598,0.5305014859,0.2845804537,0.4873039724,0.363449894,0.4632198348,0.1252447768,0.4556704139,0.4810631417,0.4539987217,0.5148368321,0.3185663902,0.5273767153,0.4405807183,0.6586722947,0.4738257288,0.4171579513,0.3327842552,0.3058721186,0.5187150321,0.373996444,0.2753183308,0.1227008492,0.0673292116,0.396642063,0.3721074558,0.478035805,0.3208876381,0.4069680412,0.4348138547,0.5761366256,0.0512228082,0.5035195672,0.1384586426,0.411064611,0.4248423835,0.5412597987,0.5848193707,0.2471532574,0.3882916892,0.4077732979,0.4217456925,0.3324427286,0.2949839848,0.1540615194,0.3195650095,0.5699689019,0.1692844985,0.1524366377,0.4680124859,0.1906251454,0.4463550067,0.4081570077,0.1820564783,0.4586917798,0.362157778,0.4098150167,0.4122207071,0.5454607912,0.5655865146,0.136238295,0.4587522698,0.5192480095,0.5762857254,0.5631260289,0.5090534517,0.5024609894,0.4683251739,0.4385909036,0.2782534068,0.3448176763,0.4492734863,0.5474401122,0.3603712982,0.3529987082,0.4557000167,0.3176896686,0.5672146148,0.5914285037,0.427729305,0.3379139901,0.5385896875,0.5553606766,0.5090279244,0.5792608252,0.401588058,0.574091605,0.340309229,0.4600249364,0.2982680269,0.5341079079,0.424066345,0.525961749,0.4329717322,0.4778239556,0.4007461417,0.4877704477,0.5153141058,0.5997689025,0.5005112367,0.3053318527,0.5351401698,0.4713410211,0.2465189449,0.3207700486,0.483226206,0.4406391729,0.4840935033,0.6182104536,0.5108512115,0.5310192381,0.3480173974,0.5045588618,0.5626586963,0.4847659671,0.4657035872,0.5410894086,0.2996240624,0.4579478947,0.5442615649,0.6424213636,0.5715752112,0.5032675622,0.4521077625,0.4485793261,0.5646264917,0.5207058104,0.4569596805,0.5735998864,0.2838906515,0.164238235,0.5339345155,0.2641795071,0.5365429085,0.3004360396,0.3717615332,0.4082083325,0.3874563251,0.2249735826,0.5701401194,0.4304374397,0.4557191624,0.4770099005,0.5007718782,0.5389853517,0.500838909,0.4334829623,0.4568534242,0.5903658135,0.1679690367,0.4584533256,0.5493559682,0.4084855348,0.4476354757,0.4889682339,0.4340310685,0.6278323905,0.3040300736,0.5487371037,0.535229082,0.3427624239,0.5423943512,0.4368150926,0.6200944994,0.4404382447,0.5496377731,0.5369791761,0.4778214821,0.5071748436,0.5104100826,0.3302962798,0.3364218383,0.4115347901,0.5885460586,0.582126638,0.2859306496,0.3264615732,0.3027551171,0.3873719868,0.4360834576,0.5632698859,0.4162935485,0.4057878568,0.5751318162,0.5666705177,0.5598290198,0.4347835006,0.5310646379,0.3898955987,0.6851014606,0.4576725595,0.4196190379,0.477087505,0.5318247255,0.2061185635,0.0964737752,0.3391470646,0.2145846101,0.4131130398,0.4415228069,0.5093105425,0.269473763,0.50213489,0.4766463711,0.5503292888,0.4772026591,0.440196217,0.3306114137,0.4395041024,0.490943256,0.4997405469,0.42058401,0.1661733985,0.5127327752,0.3613347144,0.4632943663,0.537611059,0.5567912137,0.3433145651,0.4076955637,0.3831687212,0.5558297068,0.5625576165,0.1701216546,0.1598883076,0.1770485477,0.3736676111,0.4751329432,0.6195617395,0.3264392518,0.4620415649,0.5878621829,0.4190989598,0.4737052658,0.7318895658,0.4742771788,0.3595452098,0.5522910995,0.5623635819,0.138142479,0.3811771883,0.4581814374,0.5813079173,0.2388213226,0.5903922772,0.2294498164,0.4641109379,0.5213452815,0.4887332649,0.4061994128,0.4736132098,0.4883439273,0.323631949,0.306947323,0.3772138333,0.493799669,0.5676661623,0.5655020704,0.3415436282,0.4169637306,0.5850473308,0.4443576703,0.6009608949,0.3793781191,0.4382176003,0.5792656114,0.3889153114,0.4411442747,0.6053802027,0.5006983234,0.5135860184,0.2723957743,0.4197868413,0.5316472694,0.6052493364,0.0445402997,0.2557372723,0.5917490389,0.2608306191,0.4891263999,0.3980427695,0.5714978331,0.4155505991,0.3877582327,0.5946507721,0.5204006402,0.5730616279,0.3353637205,0.2973136118,0.3524783058,0.4817268281,0.5730812435,0.5709471758,0.627571923,0.5548215275,0.5175330686,0.5296341003,0.3003661509,0.4266092777,0.7256234328,0.3680494348,0.3518344722,0.3474754361,0.5296387658,0.6003413202,0.4407506747,0.4223300813,0.3442963557,0.2786498894,0.6236371811,0.4273962824,0.5546897646,0.5093807615,0.4641207978,0.3884279364,0.3455590303,0.4267531287,0.2759652355,0.4857615327,0.5009219341,0.4601543457,0.4953514476,0.572195606,0.5936107695,0.5040669901,0.4323096713,0.3953044404,0.4980952104,0.5257354576,0.414576322,0.1633691087,0.3879586316,0.2913489935,0.4762453717,0.6729146943,0.4194205321,0.3145293964,0.4098723658,0.1089989451,0.1649640763,0.5092361757,0.4834840639,0.4142964148,0.2951514445,0.2765251149,0.43334251,0.5010944171,0.4936078071,0.464130488,0.3403881444,0.1201079833,0.4517134073,0.5010184252,0.5422090927,0.4695227878,0.5440491434,0.4531437061,0.4958373716,0.5040913658
AAL,0.4424065681,1.0,0.2768909147,0.3054803024,0.3126009194,0.3278987384,0.4339566732,0.3337181709,0.4148692733,0.4101057488,0.3905452271,0.3784775923,0.4110360376,0.4377599198,0.0700795259,0.1012443244,0.2265025022,0.3987719744,0.4014809841,0.3565309306,0.3954402293,0.3516314628,0.3023066234,0.3451464006,0.6303526411,0.3495018464,0.4389806056,0.3954780559,0.0,0.2552699375,0.4515561131,0.391468229,0.5061006688,0.2790166125,0.3045928494,0.4216567778,0.4461943795,0.4357719242,0.2409636906,0.4393329527,0.4567251733,0.4520412261,0.3128837039,0.0860950589,0.3011012695,0.2426033909,0.3323128556,0.4158321857,0.0428319312,0.4330148355,0.2733150881,0.4426518634,0.4481734446,0.3258095245,0.3611669736,0.3281625734,0.2840097398,0.2903225351,0.4780921043,0.1868762663,0.3329183147,0.2838286722,0.4834960557,0.3952020446,0.2574958393,0.4599478889,0.2946981698,0.3844045823,0.3590232776,0.329143356,0.4220264109,0.3174872507,0.4653795643,0.1939681943,0.3574103612,0.3810278853,0.3306345518,0.1888041287,0.4610327403,0.2319784314,0.5085209771,0.3840658192,0.3914317192,0.3624504571,0.3229727525,0.2323532705,0.3958554493,0.2820799248,0.3378880624,0.352875718,0.2825056077,0.145723997,0.4598012071,0.3495806066,0.3559755301,0.170784433,0.4770820544,0.0196768573,0.3058393833,0.1833883571,0.4602710209,0.3026056128,0.2520257706,0.3264818374,0.110972738,0.3713576685,0.2189469097,0.3659547485,0.3779342968,0.3706196185,0.3482147206,0.3759559671,0.3509063785,0.2272103441,0.4008786066,0.3160696236,0.2886748898,0.0590799384,0.7906601831,0.3931873293,0.3378626873,0.4701665294,0.2657728882,0.3636391801,0.3897506862,0.3720224532,0.4049230933,0.3624048144,0.1618989956,0.2445717801,0.3683981046,0.3421139635,0.3333345713,0.0545062488,0.0114891183,0.3341249169,0.2427258504,0.2692519848,0.2280053369,0.2910632691,0.3780005408,0.4181869159,-0.0324647236,0.3679987338,0.0269463965,0.367078148,0.3122023146,0.4203543861,0.4146407488,0.2139120905,0.2278096332,0.3419611965,0.2909025905,0.2478804374,0.176587881,0.0609451101,0.2250684007,0.4290275866,0.0862552682,0.1715381053,0.3088465664,0.1973388442,0.4092987303,0.3825381699,0.2394816531,0.45558931,0.1930803216,0.3585587278,0.2400120859,0.3967357053,0.5068246017,0.1319087499,0.3832817584,0.3439859292,0.4043821359,0.421354478,0.435002172,0.3776880273,0.3750549705,0.3509577126,0.2576608759,0.2619887027,0.3913264626,0.4204461692,0.2659801721,0.3079708001,0.3485589919,0.2503622543,0.4401451033,0.4123823066,0.4344574898,0.2791333921,0.3836218089,0.3902299692,0.354061877,0.4282892757,0.2896089316,0.4770461798,0.2894473049,0.2667521645,0.2490626309,0.4411129355,0.3222982888,0.3902097369,0.259141622,0.4026958399,0.3360197644,0.4457632879,0.376274063,0.4379160718,0.3732302615,0.1870566181,0.3736793314,0.4209316548,0.1757336217,0.2535502317,0.3447881967,0.3256304811,0.3432842546,0.4300356306,0.3785710148,0.3496912579,0.2724278561,0.4115854861,0.3879427553,0.4195799314,0.4157137566,0.3640715208,0.3129286293,0.2950961229,0.3961430731,0.4953066293,0.4740614106,0.3829816519,0.4318801138,0.3716303162,0.3726255803,0.3255805891,0.3196837461,0.4403539218,0.1584079526,0.0920076364,0.445643177,0.2328161657,0.3971025148,0.174721275,0.257669052,0.3822416591,0.2599773453,0.3063177145,0.4127500454,0.3714474318,0.4190760541,0.3690035444,0.347535868,0.3803829502,0.4161633449,0.2988107714,0.3557539527,0.5015575007,0.0992468299,0.3518287619,0.3985937401,0.7475791935,0.3375445865,0.3770966982,0.3245579422,0.428534009,0.2380041714,0.5007306378,0.4455372792,0.245800817,0.3887919502,0.3438998724,0.4834010601,0.2703350239,0.3260093204,0.4728787179,0.3742297828,0.4341463378,0.4512800954,0.2049244655,0.2480633083,0.3102449637,0.4092819664,0.4244319509,0.2226785263,0.2056602617,0.2350337639,0.3549740494,0.3154739326,0.4260618361,0.2823878581,0.2158036018,0.4497162739,0.378998255,0.377524977,0.364602647,0.4392924084,0.2851946222,0.3968312616,0.3803601659,0.4653734111,0.3623655287,0.3734429549,0.0957292687,-0.0364549453,0.277323853,0.0821570474,0.3069730299,0.3474780151,0.4070671459,0.2014657429,0.3948091694,0.3602711212,0.4954889939,0.3717789649,0.3282933001,0.311858763,0.3154734271,0.3139557969,0.3154127628,0.3945618843,0.1296038056,0.4600305729,0.2387231481,0.412437238,0.4046351501,0.3689848114,0.3204623437,0.2424377808,0.3347161946,0.4184234793,0.4619458469,0.0,0.1229291306,0.107506441,0.2313135271,0.3211301446,0.525244763,0.2111526995,0.357497073,0.4445091649,0.3627687234,0.4075957043,0.426243479,0.3364693387,0.1975781588,0.4653761162,0.3880272541,0.0803782449,0.221339509,0.3227517673,0.454116792,0.1556991101,0.486434334,0.218970115,0.3323083955,0.4012160294,0.4112387296,0.2159595453,0.3970085857,0.4489736296,0.3256913642,0.2030314141,0.2295169941,0.4577825994,0.4521928682,0.4511277995,0.3167055944,0.2815048317,0.3997276103,0.3414656499,0.4279935024,0.3043928921,0.3471591596,0.4338723828,0.293787708,0.3830899468,0.4407239617,0.3981574094,0.4409259395,0.2237274454,0.2713026902,0.3822414047,0.4015629612,0.0158134579,0.2443906646,0.4354228141,0.1387566491,0.3545774324,0.2820434558,0.4850453362,0.370205506,0.2707412732,0.4661965993,0.4091545779,0.3390296612,0.2361987065,0.2349559794,0.2233235759,0.4141865537,0.402613997,0.3301858246,0.4821268689,0.4120871399,0.4462172722,0.334524454,0.2763509994,0.3050767264,0.4522960567,0.2893810348,0.3227236328,0.245248972,0.3792388712,0.4334669638,0.3308607839,0.3316350008,0.2565410889,0.1972320873,0.4589761922,0.2927833144,0.435616069,0.4582516821,0.3349946234,0.7405188307,0.2323558565,0.3323997339,0.2757651104,0.3605126033,0.4003512687,0.3857363387,0.4704910498,0.4515726472,0.4030126519,0.3956975825,0.3589000628,0.3401145344,0.3454534583,0.3117981434,0.3053708727,0.0466818475,0.2950258713,0.1891637566,0.4250631648,0.3903346773,0.3489350825,0.3203464137,0.3674732505,0.0478140644,0.1699724284,0.4228023152,0.4718600958,0.3083951255,0.2137600411,0.2621034658,0.364377819,0.3411661873,0.3674092052,0.3881588232,0.2387983723,0.0439746956,0.2199121008,0.3748984421,0.4066956421,0.3294205922,0.3505843792,0.3508676111,0.3891322885,0.3350273913
AAP,0.2908518068,0.2768909147,1.0,0.2375468148,0.2246752404,0.2250107561,0.3132217273,0.163075992,0.2752504156,0.2140445615,0.2404482098,0.2957167535,0.3378376225,0.2330696836,0.1059045446,0.0955285257,0.173001543,0.2524276772,0.2685564147,0.2890867192,0.2803045168,0.2338767252,0.2272965256,0.1982959197,0.296138181,0.2373244217,0.2862448093,0.2382812382,-0.0002569593,0.1240952837,0.3189704887,0.2583484503,0.3416706135,0.1462028304,0.2546192808,0.248080314,0.2740305796,0.2604075124,0.1697791788,0.3038513599,0.2660706207,0.3239793294,0.2172821331,0.1986444954,0.1838292839,0.2663887245,0.1880939139,0.2459220897,0.177107542,0.3129329454,0.5778740241,0.2642987586,0.3007836019,0.2693433573,0.2433507594,0.3110012359,0.261866844,0.2431008618,0.307467042,0.1379195141,0.1757207732,0.2009297564,0.2991874584,0.2199481483,0.1836748845,0.3460698179,0.1751542164,0.3002668882,0.28735395,0.2293173305,0.2889548554,0.2322706503,0.3369961523,0.232037864,0.2812040379,0.2362934422,0.2294243928,0.1801882009,0.2835472821,0.1829722313,0.312908022,0.2078803933,0.2636868322,0.2558328103,0.1944341609,0.218182054,0.2280427333,0.1991046522,0.2050856087,0.3011005613,0.2013413155,0.1930752718,0.3051272788,0.2778532638,0.2418416178,0.1933964262,0.2525378163,0.1474543193,0.2283053187,0.1698884179,0.3018385798,0.1774244289,0.1348171147,0.3313097894,0.203292784,0.2544372157,0.2007656178,0.2401124644,0.2251000438,0.2616260384,0.2365618679,0.2238266318,0.2627679156,0.1706518602,0.2524877774,0.2858550968,0.2516515418,0.1462897598,0.2984397984,0.2134567046,0.1782502946,0.3344531958,0.3219585934,0.2298965658,0.2757094021,0.2532952304,0.3178695549,0.2486270127,0.1215887184,0.2878219817,0.2505856674,0.2595571202,0.2721957063,0.1321549014,0.1077194671,0.2387592187,0.18103033,0.1816076497,0.1293413008,0.1488426131,0.1853476087,0.3158008637,0.0795269835,0.2932652764,0.1546912499,0.2193306558,0.2476691119,0.2601371993,0.2702391982,0.0378240077,0.1906856561,0.19550321,0.1448308326,0.2405644936,0.1805849974,0.1257397044,0.1558712673,0.2922847818,0.1315089827,0.1255344938,0.2080948096,0.2192673525,0.3059409635,0.2090617942,0.11684699,0.30316328,0.1585113486,0.2580185794,0.1745799461,0.2595693729,0.3234753492,0.1515527846,0.2212804945,0.2446599311,0.2754487914,0.3134028087,0.3073279896,0.2386017356,0.2360581487,0.2879460766,0.272611079,0.1554678507,0.2209777152,0.2664946172,0.2425400031,0.1859273264,0.2172931764,0.2808693892,0.3069095705,0.2625652205,0.2325365486,0.2408945257,0.224107851,0.2143489454,0.4978174755,0.2565200846,0.1992430109,0.3201136802,0.2555788456,0.2386529451,0.1966705581,0.3062309917,0.2288617141,0.3685435761,0.1799427748,0.3027904012,0.1857496724,0.3042110922,0.2759247307,0.332282366,0.2691267803,0.2400560457,0.2542707838,0.3039853504,0.1691560774,0.1887600437,0.2734011174,0.3048215554,0.1974975694,0.2616206925,0.2500482446,0.2165157073,0.1292942454,0.2407723848,0.2198868616,0.2784852517,0.3019735235,0.2299620447,0.1975931673,0.1537277988,0.2409904115,0.3153078916,0.2993313445,0.2205760516,0.288456883,0.2678874356,0.2696102181,0.2086075181,0.2430615008,0.3505174219,0.2509122805,0.1665978041,0.3293120127,0.2964125215,0.2410050278,0.2075429604,0.2070234317,0.3234444532,0.2450207452,0.2115345852,0.2815687328,0.2114400886,0.317376036,0.260868648,0.2178661142,0.255291085,0.3261925878,0.1934641676,0.2621027548,0.3354343035,0.1959924173,0.4008346128,0.221059541,0.2866466294,0.2281213136,0.2612448535,0.2342021087,0.2621629135,0.1933128358,0.3100602073,0.285791215,0.1921172643,0.2432424394,0.1980741599,0.3021265754,0.2345556455,0.2616022362,0.3443581781,0.2080762846,0.2549005758,0.2675048042,0.2068838439,0.1366585237,0.2429750145,0.2868908316,0.2511706754,0.175158299,0.1717417794,0.2617002987,0.2000785231,0.2329527837,0.2613721879,0.2280764376,0.1429140893,0.318047546,0.2056665819,0.2554542672,0.2547199269,0.2989510463,0.1857844026,0.2770669864,0.1758018942,0.238658133,0.3171854872,0.2119152852,0.1737938922,0.025392243,0.1692316728,0.1416911669,0.2482824378,0.26306778,0.1623948109,0.1067544417,0.2301726234,0.202958118,0.3175332991,0.2574547676,0.1528404879,0.1912901729,0.229241931,0.2586883839,0.272957619,0.237247349,0.1941150658,0.2626617694,0.1550388775,0.3197563574,0.2228619715,0.2927653772,0.5741143925,0.1797487282,0.209885761,0.3194542453,0.3001969965,0.0952359833,0.1887923516,0.1783507097,0.2098780096,0.242224936,0.3308135902,0.2186353968,0.2631554999,0.3012372175,0.2886356825,0.2498012155,0.2861588507,0.2234978252,0.1865802656,0.3353180914,0.2637723459,0.1617578777,0.1729967918,0.2499353431,0.3054697261,0.1279541811,0.337608265,0.1155487817,0.2577224785,0.186746277,0.2880902931,0.1436032249,0.2180871896,0.2709562224,0.0993471851,0.2829302815,0.1390591316,0.3114084457,0.3512639112,0.3152519539,0.2816493979,0.1865075429,0.2609024629,0.2362230115,0.2778209536,0.3838852938,0.3005252566,0.3037106687,0.1754224362,0.279752687,0.3205524518,0.2422173307,0.3101024803,0.2026815632,0.2140396996,0.3554204801,0.2345298825,0.1439359398,0.2761258753,0.2563579,0.1538689294,0.2754600422,0.1720545018,0.3181809436,0.178290833,0.1903364461,0.2661743928,0.2366915603,0.2992500189,0.2396944815,0.1868645983,0.1887106997,0.2288979847,0.2755941766,0.2284037616,0.2811399256,0.2441190204,0.3305659091,0.2178564985,0.2991431366,0.3775728987,0.2891531293,0.1479070418,0.3342799823,0.1590148085,0.2150491776,0.3251661655,0.2424920184,0.426685685,0.1947165691,0.1824593624,0.2897174353,0.1643199958,0.292964025,0.3251046137,0.2302068734,0.2479121259,0.194748993,0.2294350614,0.2160609006,0.2132475213,0.3174880233,0.3426625403,0.2391166236,0.3358271498,0.276860249,0.3278881799,0.2286707029,0.284729175,0.2743568511,0.1869336839,0.159003701,0.1364670878,0.1940453626,0.2186170725,0.3003152465,0.2342023302,0.2837832301,0.1536161032,0.2062570911,0.1624412791,0.1396581675,0.323675243,0.2944905485,0.3105381905,0.12176004,0.2181797469,0.2823624454,0.2603425506,0.2325049913,0.2246928469,0.1196801831,0.1151381182,0.2201310943,0.243206445,0.2506461393,0.2362284046,0.242158816,0.2202519606,0.3007440729,0.2423886742
